"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2010","2010",1009,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2011","2011",971.7,"B","Break"
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2012","2012",964.7,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2013","2013",915.8,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2014","2014",830.8,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2015","2015",790,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2016","2016",756.1,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2017","2017",677.3,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2018","2018",647,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2019","2019",690.5,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","AUS","Australia","2020","2020",549.3,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","AUS","Australia","2010","2010",15.9,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","AUS","Australia","2013","2013",13.7,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","AUS","Australia","2016","2016",13.4,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","AUS","Australia","2019","2019",12.9,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","AUS","Australia","2010","2010",14.1,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","AUS","Australia","2013","2013",11.3,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","AUS","Australia","2016","2016",10.8,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","AUS","Australia","2019","2019",10,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","AUS","Australia","2010","2010",16.6,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","AUS","Australia","2013","2013",14.7,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","AUS","Australia","2016","2016",14,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","AUS","Australia","2019","2019",12.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","AUS","Australia","2010","2010",15.3,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","AUS","Australia","2013","2013",13,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","AUS","Australia","2016","2016",12.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","AUS","Australia","2019","2019",11.2,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","AUS","Australia","2010","2010",12.6,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","AUS","Australia","2013","2013",11.3,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","AUS","Australia","2016","2016",9.1,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","AUS","Australia","2019","2019",7.5,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","AUS","Australia","2010","2010",13.2,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","AUS","Australia","2013","2013",12.1,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","AUS","Australia","2016","2016",9.8,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","AUS","Australia","2019","2019",8.5,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","AUS","Australia","2010","2010",11.8,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","AUS","Australia","2013","2013",10.6,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","AUS","Australia","2016","2016",8.3,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","AUS","Australia","2019","2019",6.4,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","AUT","Austria","2014","2014",15.6,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","AUT","Austria","2019","2019",15.4,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","AUT","Austria","2014","2014",22.1,,
